KO	superclass
K02346	DNA replication/repair/maintenance
K02348	Other
K02355	Translation/ribosome
K02356	Translation/ribosome
K02357	Translation/ribosome
K02358	Translation/ribosome
K02361	Other
K02362	Carbohydrate metabolism
K02363	Lipid metabolism
K02364	Transport
K02371	Lipid metabolism
K02372	Lipid metabolism
K02377	Carbohydrate metabolism
K02379	Other
K02380	Other
K02381	Other
K02386	Motility/adhesion
K02387	Signal transduction
K02388	Signal transduction
K02389	Signal transduction
K02390	Motility/adhesion
K02391	Signal transduction
K02392	Signal transduction
K02393	Motility/adhesion
K02394	Motility/adhesion
K02395	Cell envelope/biogenesis
K02396	Defense systems
K02397	Defense systems
K02398	Transcriptional regulation
K02399	Motility/adhesion
K02400	Motility/adhesion
K02401	Motility/adhesion
K02402	Transcriptional regulation
K02403	Transcriptional regulation
K02405	RNA processing/degradation
K02406	Other
K02408	Motility/adhesion
K02409	Motility/adhesion
K02410	Motility/adhesion
K02412	Other
K02415	Motility/adhesion
K02416	Motility/adhesion
K02417	Motility/adhesion
K02419	Motility/adhesion
K02420	Motility/adhesion
K02421	Motility/adhesion
K02424	Transport
K02425	Transcriptional regulation
K02426	Amino acid metabolism
K02427	RNA processing/degradation
K02429	Transport
K02433	Translation/ribosome
K02434	Translation/ribosome
K02435	Translation/ribosome
K02436	Transcriptional regulation
K02437	Amino acid metabolism
K02438	Carbohydrate metabolism
K02439	RNA processing/degradation
K02440	Transport
K02441	Protein folding/quality control
K02442	Transport
K02444	Transcriptional regulation
K02445	Transport
K02446	Carbohydrate metabolism
K02450	Transport
K02451	Transport
K02452	Transport
K02453	Transport
K02454	Transport
K02455	Transport
K02456	Transport
K02457	Transport
K02458	Transport
K02459	Transport
K02460	Transport
K02461	Transport
K02462	Transport
K02464	Transport
K02469	DNA replication/repair/maintenance
K02470	DNA replication/repair/maintenance
K02471	Transport
K02472	Carbohydrate metabolism
K02475	Signal transduction
K02476	Signal transduction
K02477	Signal transduction
K02478	Signal transduction
K02479	Signal transduction
K02482	Signal transduction
K02483	Signal transduction
K02484	Signal transduction
K02485	Signal transduction
K02488	Signal transduction
K02492	RNA processing/degradation
K02493	Translation/ribosome
K02494	Transport
K02495	Energy/central carbon
K02496	Carbohydrate metabolism
K02498	Other
K02500	Energy/central carbon
K02501	Energy/central carbon
K02502	Energy/central carbon
K02503	Amino acid metabolism
K02504	Transport
K02505	Transport
K02506	Carbohydrate metabolism
K02507	Transport
K02508	Transcriptional regulation
K02509	Energy/central carbon
K02510	Energy/central carbon
K02511	Transport
K02517	Lipid metabolism
K02518	Translation/ribosome
K02519	Translation/ribosome
K02520	Translation/ribosome
K02521	Transcriptional regulation
K02523	Carbohydrate metabolism
K02525	Transcriptional regulation
K02526	Transport
K02527	Energy/central carbon
K02528	RNA processing/degradation
K02529	Transcriptional regulation
K02530	Transcriptional regulation
K02531	Transcriptional regulation
K02532	Transport
K02533	Translation/ribosome
K02535	Carbohydrate metabolism
K02536	Carbohydrate metabolism
K02538	Carbohydrate metabolism
K02548	Carbohydrate metabolism
K02549	Energy/central carbon
K02551	Energy/central carbon
K02552	Cofactors/vitamins
K02553	Translation/ribosome
K02556	Motility/adhesion
K02557	Motility/adhesion
K02558	Cell envelope/biogenesis
K02560	Lipid metabolism
K02562	RNA processing/degradation
K02563	Cell envelope/biogenesis
K02564	Carbohydrate metabolism
K02565	Transcriptional regulation
K02566	Nucleotide metabolism
K02575	Transport
K02600	RNA processing/degradation
K02601	RNA processing/degradation
K02609	Carbohydrate metabolism
K02616	Drug metabolism/xenobiotics
K02617	Drug metabolism/xenobiotics
K02618	Energy/central carbon
K02619	Transport
K02621	Mobilome
K02622	Mobilome
K02625	Antibiotic resistance/efflux
K02647	Carbohydrate metabolism
K02650	Motility/adhesion
K02652	Motility/adhesion
K02653	Motility/adhesion
K02654	Carbohydrate metabolism
K02659	Motility/adhesion
K02666	Motility/adhesion
K02667	Signal transduction
K02669	Motility/adhesion
K02671	Motility/adhesion
K02679	Carbohydrate metabolism
K02680	Carbohydrate metabolism
K02681	Carbohydrate metabolism
K02682	Carbohydrate metabolism
K02686	DNA replication/repair/maintenance
K02687	Translation/ribosome
K02742	DNA replication/repair/maintenance
K02744	Carbohydrate metabolism
K02745	Carbohydrate metabolism
K02746	Other
K02747	Carbohydrate metabolism
K02750	Carbohydrate metabolism
K02753	Carbohydrate metabolism
K02755	Carbohydrate metabolism
K02757	Carbohydrate metabolism
K02759	Carbohydrate metabolism
K02760	Carbohydrate metabolism
K02761	Carbohydrate metabolism
K02765	Carbohydrate metabolism
K02768	Carbohydrate metabolism
K02769	Carbohydrate metabolism
K02770	Carbohydrate metabolism
K02771	Carbohydrate metabolism
K02773	Carbohydrate metabolism
K02774	Carbohydrate metabolism
K02775	Other
K02777	Carbohydrate metabolism
K02778	Carbohydrate metabolism
K02779	Carbohydrate metabolism
K02781	Carbohydrate metabolism
K02782	Carbohydrate metabolism
K02783	Transport
K02784	Carbohydrate metabolism
K02786	Carbohydrate metabolism
K02788	Carbohydrate metabolism
K02791	Carbohydrate metabolism
K02793	Carbohydrate metabolism
K02794	Carbohydrate metabolism
K02795	Carbohydrate metabolism
K02796	Carbohydrate metabolism
K02798	Carbohydrate metabolism
K02800	Carbohydrate metabolism
K02803	Carbohydrate metabolism
K02804	Carbohydrate metabolism
K02805	Carbohydrate metabolism
K02806	Carbohydrate metabolism
K02810	Carbohydrate metabolism
K02814	Carbohydrate metabolism
K02815	Transport
K02819	Carbohydrate metabolism
K02821	Carbohydrate metabolism
K02822	Carbohydrate metabolism
K02823	Energy/central carbon
K02824	Transport
K02825	Nucleotide metabolism
K02834	Translation/ribosome
K02835	Translation/ribosome
K02836	Translation/ribosome
K02837	Translation/ribosome
K02838	Translation/ribosome
K02840	Carbohydrate metabolism
K02841	Cell envelope/biogenesis
K02843	Cell envelope/biogenesis
K02844	Carbohydrate metabolism
K02846	Tryptophan metabolism
K02847	Cell envelope/biogenesis
K02849	Cell envelope/biogenesis
K02851	Carbohydrate metabolism
K02852	Carbohydrate metabolism
K02853	DNA replication/repair/maintenance
K02854	Transcriptional regulation
K02855	Transcriptional regulation
K02856	Transport
K02858	Energy/central carbon
K02859	Cofactors/vitamins
K02860	RNA processing/degradation
K02863	Translation/ribosome
K02864	Translation/ribosome
K02867	Translation/ribosome
K02871	Translation/ribosome
K02874	Translation/ribosome
K02876	Translation/ribosome
K02878	Translation/ribosome
K02879	Translation/ribosome
K02881	Translation/ribosome
K02884	Translation/ribosome
K02886	Translation/ribosome
K02887	Translation/ribosome
K02888	Translation/ribosome
K02890	Translation/ribosome
K02892	Translation/ribosome
K02895	Translation/ribosome
K02897	Translation/ribosome
K02899	Translation/ribosome
K02902	Translation/ribosome
K02904	Translation/ribosome
K02906	Translation/ribosome
K02907	Translation/ribosome
K02909	Translation/ribosome
K02911	Translation/ribosome
K02913	Translation/ribosome
K02914	Translation/ribosome
K02916	Translation/ribosome
K02919	Translation/ribosome
K02926	Translation/ribosome
K02931	Translation/ribosome
K02933	Translation/ribosome
K02935	Translation/ribosome
K02939	Translation/ribosome
K02945	Translation/ribosome
K02946	Translation/ribosome
K02948	Translation/ribosome
K02950	Translation/ribosome
K02952	Translation/ribosome
K02954	Translation/ribosome
K02956	Translation/ribosome
K02959	Translation/ribosome
K02961	Translation/ribosome
K02963	Translation/ribosome
K02965	Translation/ribosome
K02967	Translation/ribosome
K02968	Translation/ribosome
K02970	Translation/ribosome
K02972	Translation/ribosome
K02982	Translation/ribosome
K02986	Translation/ribosome
K02988	Translation/ribosome
K02990	Translation/ribosome
K02992	Translation/ribosome
K02994	Translation/ribosome
K02996	Translation/ribosome
K03040	DNA replication/repair/maintenance
K03043	DNA replication/repair/maintenance
K03046	DNA replication/repair/maintenance
K03048	DNA replication/repair/maintenance
K03060	DNA replication/repair/maintenance
K03070	Transport
K03071	Transport
K03072	Transport
K03073	Transport
K03074	Transport
K03075	Transport
K03076	Transport
K03077	Energy/central carbon
K03078	Energy/central carbon
K03079	Energy/central carbon
K03086	Transcriptional regulation
K03087	Transcriptional regulation
K03088	RNA processing/degradation
K03089	RNA processing/degradation
K03091	RNA processing/degradation
K03092	RNA processing/degradation
K03093	RNA processing/degradation
K03095	DNA replication/repair/maintenance
K03098	Other
K03100	Signal transduction
K03101	Carbohydrate metabolism
K03106	Signal transduction
K03110	Cell envelope/biogenesis
K03111	DNA replication/repair/maintenance
K03112	Other
K03113	Translation/ribosome
K03116	Transport
K03117	Transport
K03118	Transport
K03119	Transport
K03147	Carbohydrate metabolism
K03148	Carbohydrate metabolism
K03149	Other
K03150	Other
K03151	RNA processing/degradation
K03152	Other
K03153	Transport
K03154	Other
K03168	DNA replication/repair/maintenance
K03169	DNA replication/repair/maintenance
K03177	RNA processing/degradation
K03179	Carbohydrate metabolism
K03181	Tryptophan metabolism
K03182	Energy/central carbon
K03183	Carbohydrate metabolism
K03184	Other
K03185	Other
K03186	Cofactors/vitamins
K03187	Transport
K03188	Transport
K03189	Transport
K03190	Transport
K03192	Transport
K03194	Transport
K03195	Transport
K03201	Transport
K03204	Transport
K03205	Transport
K03206	Energy/central carbon
K03207	Carbohydrate metabolism
K03208	Carbohydrate metabolism
K03210	Transport
K03212	RNA processing/degradation
K03214	RNA processing/degradation
K03215	RNA processing/degradation
K03216	RNA processing/degradation
K03217	Signal transduction
K03218	RNA processing/degradation
K03269	Cell envelope/biogenesis
K03270	Carbohydrate metabolism
K03271	Energy/central carbon
K03272	Carbohydrate metabolism
K03273	Carbohydrate metabolism
K03274	Energy/central carbon
K03281	Transport
K03282	Transport
K03284	Transport
K03286	Transport
K03288	Antibiotic resistance/efflux
K03289	Transport
K03291	Antibiotic resistance/efflux
K03292	Transport
K03293	Transport
K03294	Transport
K03296	Transport
K03297	Antibiotic resistance/efflux
K03298	Antibiotic resistance/efflux
K03299	Transport
K03300	Transport
K03303	SCFA fermentation
K03305	Transport
K03306	Transport
K03307	Transport
K03309	Transport
K03310	Transport
K03311	Transport
K03312	Transport
K03313	Transport
K03314	Transport
K03315	Transport
K03316	Transport
K03317	Transport
K03319	Transport
K03320	Transport
K03321	Transport
K03322	Transport
K03324	Transport
K03326	Transport
K03327	Antibiotic resistance/efflux
K03328	Transport
K03332	Carbohydrate metabolism
K03335	Energy/central carbon
K03336	Other
K03337	Energy/central carbon
K03338	Carbohydrate metabolism
K03339	Energy/central carbon
K03342	Carbohydrate metabolism
K03346	DNA replication/repair/maintenance
K03366	Energy/central carbon
K03367	Amino acid metabolism
K03386	Energy/central carbon
K03387	Energy/central carbon
K03391	Cofactors/vitamins
K03392	Energy/central carbon
K03394	Carbohydrate metabolism
K03399	Carbohydrate metabolism
K03402	Transcriptional regulation
K03406	Carbohydrate metabolism
K03407	Signal transduction
K03408	Nucleotide metabolism
K03409	Motility/adhesion
K03411	Motility/adhesion
K03412	Amino acid metabolism
K03413	Motility/adhesion
K03415	Motility/adhesion
K03417	Other
K03424	DNA replication/repair/maintenance
K03425	Transport
K03426	Cofactors/vitamins
K03427	Defense systems
K03430	Carbohydrate metabolism
K03431	Energy/central carbon
K03435	Transcriptional regulation
K03436	Transcriptional regulation
K03437	RNA processing/degradation
K03438	RNA processing/degradation
K03439	RNA processing/degradation
K03442	Transport
K03445	Antibiotic resistance/efflux
K03446	Antibiotic resistance/efflux
K03449	Transport
K03451	Transport
K03453	Transport
K03455	Transport
K03457	Transport
K03458	Transport
K03462	Tryptophan metabolism
K03465	Cofactors/vitamins
K03466	DNA replication/repair/maintenance
K03468	Antibiotic resistance/efflux
K03469	Translation/ribosome
K03470	Translation/ribosome
K03471	Translation/ribosome
K03472	Other
K03473	Other
K03474	Energy/central carbon
K03475	Transport
K03476	Carbohydrate metabolism
K03477	Transcriptional regulation
K03478	Carbohydrate metabolism
K03481	Transcriptional regulation
K03482	Transcriptional regulation
K03483	RNA processing/degradation
K03484	Transcriptional regulation
K03485	Transcriptional regulation
K03486	Transcriptional regulation
K03487	Transcriptional regulation
K03488	RNA processing/degradation
K03489	Transcriptional regulation
K03490	Transcriptional regulation
K03491	Transcriptional regulation
K03492	Transcriptional regulation
K03493	Transcriptional regulation
K03495	RNA processing/degradation
K03496	Mobilome
K03497	Transcriptional regulation
K03498	Transport
K03499	Transport
K03500	RNA processing/degradation
K03501	RNA processing/degradation
K03502	DNA replication/repair/maintenance
K03503	DNA replication/repair/maintenance
K03516	Motility/adhesion
K03517	Tryptophan metabolism
K03519	Energy/central carbon
K03521	Energy/central carbon
K03522	Energy/central carbon
K03523	Cofactors/vitamins
K03524	Transcriptional regulation
K03525	Carbohydrate metabolism
K03526	Energy/central carbon
K03527	Energy/central carbon
K03528	Cell envelope/biogenesis
K03529	Cell envelope/biogenesis
K03530	DNA replication/repair/maintenance
K03531	Cell envelope/biogenesis
K03534	Energy/central carbon
K03535	Transport
K03536	Translation/ribosome
K03543	Antibiotic resistance/efflux
K03544	Protein folding/quality control
K03545	Other
K03546	DNA replication/repair/maintenance
K03547	DNA replication/repair/maintenance
K03548	Transport
K03549	Transport
K03550	DNA replication/repair/maintenance
K03551	DNA replication/repair/maintenance
K03553	DNA replication/repair/maintenance
K03554	Defense systems
K03555	DNA replication/repair/maintenance
K03556	Transcriptional regulation
K03557	Transcriptional regulation
K03558	Cell envelope/biogenesis
K03559	Transport
K03560	Transport
K03561	Transport
K03562	Transport
K03564	Energy/central carbon
K03565	RNA processing/degradation
K03566	Transcriptional regulation
K03567	Transcriptional regulation
K03568	Other
K03569	Signal transduction
K03570	Signal transduction
K03571	Signal transduction
K03572	DNA replication/repair/maintenance
K03573	DNA replication/repair/maintenance
K03574	Carbohydrate metabolism
K03575	Carbohydrate metabolism
K03576	Transcriptional regulation
K03577	Antibiotic resistance/efflux
K03578	DNA replication/repair/maintenance
K03579	DNA replication/repair/maintenance
K03580	DNA replication/repair/maintenance
K03581	DNA replication/repair/maintenance
K03582	DNA replication/repair/maintenance
K03583	DNA replication/repair/maintenance
K03584	DNA replication/repair/maintenance
K03585	Antibiotic resistance/efflux
K03587	Cell envelope/biogenesis
K03588	Carbohydrate metabolism
K03589	Cell envelope/biogenesis
K03590	Cell envelope/biogenesis
K03591	Cell envelope/biogenesis
K03592	Other
K03593	Mobilome
K03594	Other
K03595	Energy/central carbon
K03596	Other
K03597	Transcriptional regulation
K03598	Transcriptional regulation
K03599	Energy/central carbon
K03601	DNA replication/repair/maintenance
K03602	DNA replication/repair/maintenance
K03603	Transcriptional regulation
K03604	Transcriptional regulation
K03606	Carbohydrate metabolism
K03607	Other
K03608	Cell envelope/biogenesis
K03609	Cell envelope/biogenesis
K03610	Cell envelope/biogenesis
K03611	Energy/central carbon
K03612	Cofactors/vitamins
K03613	Cofactors/vitamins
K03614	Cofactors/vitamins
K03615	Cofactors/vitamins
K03616	Cofactors/vitamins
K03617	Cofactors/vitamins
K03619	Transcriptional regulation
K03621	Lipid metabolism
K03623	Translation/ribosome
K03624	Transcriptional regulation
K03625	RNA processing/degradation
K03628	Transcriptional regulation
K03629	DNA replication/repair/maintenance
K03630	DNA replication/repair/maintenance
K03631	DNA replication/repair/maintenance
K03632	Mobilome
K03633	Mobilome
K03634	Transport
K03635	Cofactors/vitamins
K03636	Other
K03637	Energy/central carbon
